likert,effectTime,didnotagree,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
3,26.936,"no-change,embracing,no-different,similar,non-effective,nothing",vibrant,none of the above,2016-04-08T21:49:19,nIi5jwqG48HTrHCXXSSs,compression,"-39.4021,36.4078,1.6762,0.0459,0.4995",yes,dlsGjNF9Co5AAcmQpaA5,zjDuy7j94dVTZcQ7uNtc,5700021018165248,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",61,19.268,true,vibrant,/static/audio/vocals2.wav,headphones
1,21.206,,loud,,2016-03-11T20:31:00,5MoFs2IeSeyB9MG6RHow,compression,"-38.0042,35.3762,1.0125,0.0274,0.6785",yes,WCEj7MCm85Mt2LxiVQyo,2WX84TcPtUHnvQaulhSS,5701241594183680,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",220,14.802,true,loud,/static/audio/vocals2.wav,headphones
3,15.788,"robotic,stamina,pinched,vacuum,thin,computer-aided,none of the above",pleasant,energetic,2016-03-12T05:39:54,Dc1FXtJONc1KVHXocEuL,compression,"-38.3588,7.8319,2.2984,0.0043,0.8793",yes,6hsTNTDWFSvurWMmnWGJ,ZAUYjVaA9cYuVAwJAB07,5701752426856448,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",49,31.122,true,pleasant,/static/audio/guitar4.wav,headphones
4,13.716,,"big,loud",,2016-02-17T03:01:04,ERvcblqUkWKI6xFlUQAn,compression,"-99.2463,6.0779,11.6339,0.0396,0.9091",yes,ZCb2Q7l8VbFUTalzBSn4,7Z0m1JVjjJxy6gu7a3Zp,5705241014042624,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",123,164.884,true,"big,loud",/static/audio/drums4.wav,headphones
0,39.987,,none,,2016-03-11T20:34:22,P7YeNbzWFFsIE21ujigD,compression,"-27.6784,39.4442,12.1789,0.0092,0.2313",yes,WCnsECUw0A0NWGwgIeef,0azfHyrMksX4RZTQmTtd,5706163895140352,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",84,25.564,true,none,/static/audio/guitar4.wav,headphones
3,21.407,,groovy,,2016-03-11T20:31:35,5MoFs2IeSeyB9MG6RHow,compression,"-64.9619,4.8663,12.1158,0.0464,0.9585",yes,WCEj7MCm85Mt2LxiVQyo,2WX84TcPtUHnvQaulhSS,5706803308396544,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",198,10.409,true,groovy,/static/audio/drums4.wav,headphones
3,27.479,"warm,music-added,none of the above","bright,loud,open,expansive",echoed,2016-04-08T17:57:36,BG5bUvjcrkfIaLQxr526,compression,"-97.7949,8.3388,5.0524,0.0074,0.0703",yes,6wmQbzM4Zm98mJpauNWx,5vyOhHiBgShNddzWB7MW,5707532110659584,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",90,11.043,true,"bright,loud,open,expansive",/static/audio/drums4.wav,headphones
2,26.12,"soft,western-music,quiet,none of the above","muffled,distant",low,2016-04-08T17:56:52,YKA1rANu3TLaLLNGMs26,compression,"-81.1849,0.3733,14.8061,0.0238,0.9535",yes,inJRNNtkgEDWbWWYbqyA,o4yldkbhdk6SNmGcL5f5,5707648880082944,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",187,13.009,true,"muffled,distant",/static/audio/drums4.wav,standalone
2,36.346,"spacious,slight-echo-off,almost-no-difference,slight-revers,cool,none of the above",pop,"awesome,echo",2016-04-09T03:58:57,kDzsjpDAVkgDBJxwLUqC,compression,"-36.1970,13.8580,1.6862,0.0437,0.2625",yes,undefined,gtQBFIpn17fKxuzupmpQ,5709199229059072,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",208,10.87,false,pop,/static/audio/drums4.wav,headphones
2,2.919,"warm,loud,soft,nicer,rich,none of the above",low-voice,quiet,2016-03-12T05:08:11,zWFxvYrLLyX4KTLxGWVR,compression,"-44.1321,23.3428,19.8513,0.0019,0.6483",yes,CmSBD7F3dEfvwsyq0wKW,4KeNOnGVr8KZKcstUH6S,5709643623956480,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",195,55.649,true,low-voice,/static/audio/vocals2.wav,laptop/tablet/cellphone
2,9.073,,"big,loud,sweeping,outward",,2016-03-11T20:33:19,HiGCx2VaJ9Vul1pARAVH,compression,"-30.8010,24.7240,2.6149,0.0473,0.2695",yes,sWiF35UuCHTZU5mIpZ2V,YcWAHFXeX1QTT6JPNaXL,5710999223009280,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",112,173.309,true,"big,loud,sweeping,outward",/static/audio/vocals2.wav,headphones
1,43.847,,"quiet,warm,metallic",,2016-02-17T03:33:12,Y1dQfPmdafImwDkrlrWj,compression,"-71.2034,0.3921,1.5751,0.0175,0.9189",yes,Ett2rlSl5KuFzYV8kxVW,yV7uYbXSrUPbYHNsOcNg,5712536552865792,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",83,17.912,true,"quiet,warm,metallic",/static/audio/vocals2.wav,headphones
3,22.167,,classic,,2016-02-17T09:43:42,Rx65W2to8oP4gBRMBwCW,compression,"-26.2737,9.4772,17.0798,0.0232,0.8886",yes,cAkbZeToC4GKsZpilvVV,eLRqo6EGyFzMTNluXRTg,5714163003293696,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",144,19.128,true,classic,/static/audio/guitar4.wav,headphones
3,21.261,"close-up,intimate,personal,companionable,high,close,none of the above",super,louder,2016-03-12T04:40:22,sqJljjx2DRi8F89GPDeL,compression,"-61.7266,38.0366,19.7945,0.0033,0.8867",yes,K7Gcmq2MJfZ498zjofxh,sW82HujGzFxf3M6EOT5f,5716153183764480,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",20,12.26,true,super,/static/audio/drums4.wav,headphones
3,6.007,"less-rich,loud,distorted,damps,flattens-notes,clipping,none of the above","fuzzy,distorted",distorts,2016-04-08T17:52:01,GjpT5Uobh57toRjZk6xp,compression,"-96.0950,11.6583,17.6239,0.0067,0.0145",yes,ICMrBv0mAH2D8KVLa32N,QbHOKsYT7ToXHtGJ5Ytw,5716646702350336,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",32,40.066,true,"fuzzy,distorted",/static/audio/drums4.wav,headphones
2,7.879,,space,,2016-03-11T20:35:04,IQS5rFMSJFzAhhIrX0Yb,compression,"-74.1624,32.1186,19.6529,0.0059,0.0654",yes,VlT8KfCbVadtLLm3A6V0,fCPdoWdGgAPrXi1isqfq,5717271485874176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.26 Safari/537.36",67,26.365,true,space,/static/audio/guitar4.wav,headphones
1,43.818,"loud,slight-echo,sweeping,outward,big,none of the above","bright,clear","energetic,bigger",2016-04-08T20:27:17,Q4N0n18v2CDa5OwYev5L,compression,"-30.8010,24.7240,2.6149,0.0473,0.2695",yes,wzH4f2IhfguITqwdGTSy,TjPLWOfDAwujNvlGhehk,5718017468006400,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",112,15.91,true,"bright,clear",/static/audio/vocals2.wav,headphones
1,67.858,"subdued,background-noise,ringing,none of the above",echo,sharp,2016-04-08T17:53:57,tG5UC6pHkKEStpvmH02p,compression,"-93.4099,36.4075,1.7965,0.0317,0.5965",yes,iECf0JwiL5SebOPpd1Do,SkgZdfGVK8jNNr3xLxAa,5719238044024832,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",177,28.124,true,echo,/static/audio/guitar4.wav,standalone
3,33.429,,spacious,,2016-02-17T09:37:31,Rx65W2to8oP4gBRMBwCW,compression,"-90.2456,19.3069,17.8794,0.0482,0.2536",yes,cAkbZeToC4GKsZpilvVV,eLRqo6EGyFzMTNluXRTg,5720929187397632,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",203,17.855,true,spacious,/static/audio/drums4.wav,headphones
1,34.674,"echoed,warm,expansive,music-added,open,none of the above","louder,chorus","loud,bright",2016-04-08T21:23:44,dnuzBdsTDCRcLK7lmJ8o,compression,"-97.7949,8.3388,5.0524,0.0074,0.0703",yes,clOtrlMzmfL9dzvCsKGe,RxT7bPAZ3K1JMB6ozEvL,5721493170290688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",90,17.43,true,"louder,chorus",/static/audio/vocals2.wav,headphones
2,44.141,"up-beat,intimate,feel-good,personal,close,toe-tapping,none of the above","emcompassing,whole,wide,grand","happy,strong-beat",2016-04-08T17:54:03,SotrzVnYNWvYHqbfWiEL,compression,"-94.2757,1.0060,2.2879,0.0366,0.2855",yes,P8qmson5FHZFXhDl7MD9,i7NZW9UeWOpkmpKCBUYI,5722467590995968,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",85,35.206,true,"encompassing,whole,wide,grand",/static/audio/guitar4.wav,headphones
2,12.929,"nice,superb,clear,energies,dynamic,enjoyable,none of the above","aplification,spacious",crecy,2016-04-08T21:36:53,6SLJNf0SPTHJ5qikMzX4,compression,"-28.7149,9.1954,19.2326,0.0122,0.7159",yes,D67geVqqSLQFqBWJ5eT7,RzRRx6OoBpdchMdN8jc8,5722752401014784,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",117,20.876,true,"amplification,spacious",/static/audio/guitar4.wav,headphones
0,25.233,"warm,metallic,melodious,none of the above",subtle,quiet,2016-04-08T17:55:36,bHJQU7hOM7NFBvVV8kxR,compression,"-71.2034,0.3921,1.5751,0.0175,0.9189",yes,unl8QGh174b56QuZjWCf,kb3ybp3KIwjRTXHGnBF3,5723348596162560,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",83,17.716,true,subtle,/static/audio/vocals2.wav,standalone
2,92.926,,"echo,large,quieted,muffled",,2016-02-17T02:40:43,05nv5F4Dzv6MLZ7NKAIF,compression,"-95.4251,3.7711,16.6242,0.0375,0.0741",yes,dcwWegLD9YkCEXutLjM4,e31uvFH3rF3esLLij8NR,5724160613416960,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",78,25.181,true,"echo,large,quieted,muffled",/static/audio/vocals2.wav,headphones
2,31.509,,busy,,2016-03-11T20:30:19,5MoFs2IeSeyB9MG6RHow,compression,"-83.5390,4.0300,4.4870,0.0024,0.0247",yes,WCEj7MCm85Mt2LxiVQyo,2WX84TcPtUHnvQaulhSS,5725107787923456,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",29,11.304,true,busy,/static/audio/drums4.wav,headphones
3,25.518,"distort,deeper,loud,spacious,echo","quiet,smothered,muffled",none of the above,2016-04-08T17:59:35,SotrzVnYNWvYHqbfWiEL,compression,"-84.8373,0.9453,19.7516,0.0085,0.5978",yes,P8qmson5FHZFXhDl7MD9,i7NZW9UeWOpkmpKCBUYI,5725851488354304,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",95,28.004,true,"quiet,smothered,muffled",/static/audio/vocals2.wav,headphones
2,43.825,,"loud,distorted,bass",,2016-02-17T03:02:28,XkfcZmUsvKspZ9wVAnmX,compression,"-57.6894,38.9921,13.8321,0.0102,0.0675",yes,NZJPDXJsT03GKJJJeY5v,jDdnvzfRzJTGugsbqRZL,5726607939469312,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36",249,87.694,true,"loud,distorted,bass",/static/audio/guitar4.wav,headphones
3,70.795,"ineffective,interference,slow,hollow,distant,fuzzy","live,spacious,real",none of the above,2016-04-09T04:16:14,ZJz20cSWcbKUK5pKYehB,compression,"-70.5478,2.9636,9.4931,0.0480,0.9744",yes,hK5OXjmh6YY2Xq5arcLN,SYZOxzC1WvnOP8VLLdqD,5727751206076416,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",107,28.067,true,"live,spacious,real",/static/audio/guitar4.wav,headphones
1,44.651,,"close,sweet,personal",,2016-03-11T20:33:13,P7YeNbzWFFsIE21ujigD,compression,"-71.0096,36.0423,5.3599,0.0498,0.0047",yes,WCnsECUw0A0NWGwgIeef,0azfHyrMksX4RZTQmTtd,5729201025974272,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",42,18.231,true,"close,sweet,personal",/static/audio/vocals2.wav,headphones
1,34.005,"silencer,breathing-sounds,feeble,muffler,voice-added,more-bass,none of the above",spacious,louder,2016-04-09T00:56:02,552KKKy5JURqXproWUbb,compression,"-99.0951,1.3946,5.6378,0.0044,0.6690",yes,twzKsjBJKXMGNFlJ2AkC,3u9Pp6mW2U7nlAHdbVkR,5729487446605824,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",58,14.803,true,spacious,/static/audio/drums4.wav,headphones
1,12.794,,"louder,nearer",,2016-02-17T02:40:17,nciuuG85077kfMTrAG37,compression,"-66.0903,12.9688,2.5830,0.0440,0.9331",yes,vio22x7JPWLacqBV4c8L,thx5Odej8zs7No0lRj3M,5730082031140864,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",206,25.882,true,"louder,nearer",/static/audio/vocals2.wav,headphones
1,104.679,"mellowed,slow,light,low,soft,softer","tinny,louder,spacious,echo",none of the above,2016-04-08T17:50:54,gxddObr20GkLwKeGFBwI,compression,"-44.8961,38.6421,7.1947,0.0111,0.9369",yes,L5OU3TT21y15PrwjbulB,1220aonXVTRvm6gMd6gz,5730450056151040,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",153,26.611,true,"tinny,louder,spacious,echo",/static/audio/guitar4.wav,headphones
3,76.93,"brightened,louder,none of the above","muted,dull,low,washed",mute,2016-04-08T17:55:32,ooItoY1622ngnaND6TQM,compression,"-94.9460,29.2563,6.4827,0.0017,0.7014",yes,VBS0ivDdlppbeSyg14y6,NMwMFz9TnUPXt5jbgEiK,5730827476402176,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",207,16.787,true,"muted,dull,low,washed",/static/audio/vocals2.wav,headphones
1,19.901,"less-rich,light,low,damped,none of the above","earthy,moving,surrounding,deep","easy-going,subtle",2016-03-12T06:47:51,CopO7e0n9PiplFyWbxZF,compression,"-41.4008,28.2380,5.3908,0.0037,0.8808",yes,vp0Mu99OU2l49Gkiwrlu,rt6862NwpdjExUXb6OX3,5732911877718016,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",237,112.153,true,"earthy,moving,surrounding,deep",/static/audio/guitar4.wav,headphones
0,27.526,,"none,same",,2016-02-17T02:45:12,05nv5F4Dzv6MLZ7NKAIF,compression,"-40.4256,23.7615,1.0190,0.0486,0.6514",yes,dcwWegLD9YkCEXutLjM4,e31uvFH3rF3esLLij8NR,5734055144325120,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",142,26.451,true,"none,same",/static/audio/vocals2.wav,headphones
3,31.045,"closer,pleasing,love,cool-church,none of the above","muffled, bad","muffled,some-distortion",2016-04-08T23:48:40,RXnPuClApKFELCqBxzJ7,compression,"-88.1447,6.9957,9.8637,0.0488,0.1430",yes,TzTJqTuQmNLi33AwPLnY,KfQBD7jEM7Qp9sG2usBn,5734367066324992,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Safari/537.36",192,55.349,true,"muffled,bad",/static/audio/drums4.wav,headphones
1,141.397,"pleasant,dance,improvement,interesting,none of the above",hard.,crisp,2016-03-12T06:38:35,Si07v2pihyoNGwJhr24r,compression,"-29.5353,17.5404,1.8028,0.0452,0.0774",yes,Shr7QDe36wSYrl6AZnvE,c6ejAmMLeBFkmmb53OWn,5735271425376256,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",37,33.072,true,hard,/static/audio/drums4.wav,headphones
1,25.898,,"large-room,distant",,2016-02-17T02:38:17,nciuuG85077kfMTrAG37,compression,"-43.2089,10.9925,17.2901,0.0444,0.9375",yes,vio22x7JPWLacqBV4c8L,thx5Odej8zs7No0lRj3M,5735995932672000,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",139,27.19,true,"large-room,distant",/static/audio/drums4.wav,headphones
1,74.793,"deep,none of the above","softer,blues,calm,peaceful,western,classic","below,muffled,low",2016-03-12T05:17:00,uY5oT1mMLsdmSTtb1rHS,compression,"-75.1881,35.5096,17.2516,0.0152,0.9232",yes,Ga4iHZLOJXzBrKuFqyUi,xJeKaYw0avQpPjEVFyco,5736452004511744,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",234,21.795,true,"softer,blues,calm,peaceful,western,classic",/static/audio/guitar4.wav,headphones
3,11.091,"fun,beat,heavy,none of the above","warm,pleasant",cool,2016-04-08T17:49:40,mEnYVt02LypXdkxbXSw4,compression,"-31.4676,5.0906,3.7125,0.0317,0.8135",yes,SpjPmVU4R71oPRgyF6Yr,msRCavzGGK0KqFVWugp5,5737664527466496,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",189,92.844,true,"warm,pleasant",/static/audio/guitar4.wav,headphones
1,15.353,none of the above,warm,happy,2016-03-12T04:22:52,Nq39DtJntDowFLCCGTEu,compression,"-29.2528,32.0905,3.3443,0.0124,0.7523",yes,QY2R8weqFZ2U1VZVT4gi,t5jna0F14teadXdCILy3,5738276828741632,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",180,14.41,true,warm,/static/audio/vocals2.wav,headphones
1,22.606,,"bass,orchestrated",,2016-02-17T05:11:19,0pZ6Fe9C7sfjKX7sbHFK,compression,"-91.8177,28.7828,18.1256,0.0258,0.8978",yes,oWAFo346CJ1c3mwij202,sXDUQe0cQ8KWcR9cfGne,5739407210446848,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",243,15.238,true,"bass,orchestrated",/static/audio/guitar4.wav,headphones
2,33.623,"cool,warm,none of the above","louder,sharper,pronounced","rich,full",2016-04-08T17:52:11,gxddObr20GkLwKeGFBwI,compression,"-51.6305,37.6135,19.1306,0.0051,0.4312",yes,L5OU3TT21y15PrwjbulB,1220aonXVTRvm6gMd6gz,5739719937753088,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",149,30.76,true,"louder,sharper,pronounced",/static/audio/vocals2.wav,headphones
2,58.476,"fuller,vibrant,more-volume,none of the above",interesting-drums-sound,richer,2016-03-12T04:12:22,xRwyKNUY3PnZBw86oGzW,compression,"-88.3232,35.7453,1.6921,0.0235,0.2631",yes,I045n0mkcJdr3KHzhSCi,sBcUdZK1W6zCvXeYKnCl,5742200012931072,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",244,81.584,true,interesting-drums-sound,/static/audio/drums4.wav,headphones
1,59.451,"intense,heavy,more-echo,none of the above",boost,"loud,louder",2016-04-08T17:52:15,tG5UC6pHkKEStpvmH02p,compression,"-35.9886,3.6000,1.2822,0.0088,0.1355",yes,iECf0JwiL5SebOPpd1Do,SkgZdfGVK8jNNr3xLxAa,5742636757417984,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",23,92.975,true,boost,/static/audio/drums4.wav,standalone
2,26.535,,"church,50's,strong,female,happy,high",,2016-03-11T20:46:06,V59ve7qktfqT6wAdKv5S,compression,"-27.3875,31.3495,3.8208,0.0289,0.0888",yes,VW772s7CSnFCqdGv7Wt3,HuzedDIklGiRAk7EuJdv,5742796208078848,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",132,39.351,true,"church,gs,strong,female,happy,high",/static/audio/vocals2.wav,standalone
1,126.689,,"echoing,ringing,stretching,heightens,lingering",,2016-03-11T20:35:50,JEsJTmZjlPwEuvTpNZb9,compression,"-37.8031,1.8477,7.9356,0.0493,0.4189",yes,If26w6ctdUTkzsRb5Edb,Fzh7TmsfLviW6C2GU2cG,5744125232021504,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",164,41.611,true,"echoing,ringing,stretching,heightens,lingering",/static/audio/guitar4.wav,headphones
2,41.227,na,"loud,funny,active,great,unique",none of the above,2016-03-11T23:00:57,sZI2XyRJyeCzv60bGdmd,compression,"-33.2316,39.9791,17.1440,0.0255,0.6103",yes,XPHhk0nn2QRVjdyLjK3n,8qw4MVqAnrfQcW4Nb202,5745636523638784,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",217,50.005,true,"loud,funny,active,great,unique",/static/audio/drums4.wav,headphones
1,7.802,,muted,,2016-03-11T20:30:21,pUbWOHTiRxuPLmDgoYCE,compression,"-52.4828,0.3459,1.9923,0.0115,0.0767",yes,dRifTIgbLJ8dZwhlWFvT,RLiPv7AAzXHRsYlcuGqF,5745865499082752,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",57,23.391,true,muted,/static/audio/guitar4.wav,standalone
1,35.94,,"pronounced,lively,happy",,2016-02-17T02:44:11,05nv5F4Dzv6MLZ7NKAIF,compression,"-42.1715,34.2885,4.0375,0.0431,0.8306",yes,dcwWegLD9YkCEXutLjM4,e31uvFH3rF3esLLij8NR,5746055551385600,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",183,28.465,true,"pronounced,lively,happy",/static/audio/guitar4.wav,headphones
2,30.753,"glowing,broad,spacious,distancing,faraway,voluminous,expansive,none of the above","feedback,tinny,muted","muffled,tinny,fuzzy,echo",2016-04-08T21:30:50,93MaasIR3cNvmuWrTDqv,compression,"-83.9169,33.0630,17.4312,0.0500,0.8224",yes,mjh4cSQ0KgCf9QbBzxq3,9x8SDC58BGszkMVD9dKe,5747198817992704,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",59,23.942,true,"feedback,tinny,muted",/static/audio/guitar4.wav,headphones
2,5.157,"warped,metallic,violent,corrosive,explosive,none of the above",volume,mutilated,2016-03-12T05:10:26,zWFxvYrLLyX4KTLxGWVR,compression,"-98.4811,32.0149,12.6905,0.0034,0.0293",yes,CmSBD7F3dEfvwsyq0wKW,4KeNOnGVr8KZKcstUH6S,5749069813121024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",39,44.722,true,volume,/static/audio/vocals2.wav,laptop/tablet/cellphone
4,35.302,"warm,spacious,none of the above","quiet,meek,feckless,toned-down,vague","weaker,smaller,lower",2016-04-08T17:52:51,QeQz78LFzY5t5V4MlvAM,compression,"-86.1548,7.4311,9.4183,0.0442,0.9758",yes,Qc2suGQNqOJD9mwZScSv,FMsZK9zZWFNmMiKc6uvY,5750085036015616,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",170,14.087,true,"quiet,meek,feckless,toned-down,vague",/static/audio/drums4.wav,headphones
3,4.019,,big-church,,2016-03-11T20:34:13,hGH4xVz3gQ1JyTtqZAiA,compression,"-29.6193,38.7570,10.7091,0.0412,0.7780",no,u5Z89TZrJmJECgYMIk29,1vjPxRIwGscdPkT29643,5750790484393984,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",96,74.662,true,big-church,/static/audio/vocals2.wav,headphones
4,33.807,,"distorted,loud,clipping",,2016-02-17T02:55:38,GOkjBBLbIiwiyZirFGOB,compression,"-96.0950,11.6583,17.6239,0.0067,0.0145",yes,j4KjQMtuXCvGXZ6IzgSp,ezsCnY5mvKKDoTP8Nwk6,5752754626625536,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",32,10.466,true,"distorted,loud,clipping",/static/audio/drums4.wav,standalone
